,Image,Nucleus_ID,X,Y
1113,301_study2_image138_AF.png,31,381.833,445.167
1114,301_study2_image138_AF.png,32,401.833,424.833
1115,301_study2_image138_AF.png,33,433.500,443.833
1116,301_study2_image138_AF.png,34,435.833,485.500
1117,301_study2_image138_AF.png,35,412.833,487.500
1118,301_study2_image138_AF.png,36,412.500,467.833
1119,301_study2_image138_AF.png,37,460.167,406.500
1120,301_study2_image138_AF.png,38,436.833,394.833
1121,301_study2_image138_AF.png,39,390.500,395.167
1122,301_study2_image138_AF.png,40,374.167,388.167
1123,301_study2_image138_AF.png,41,362.167,412.167
1124,301_study2_image138_AF.png,42,341.167,402.167
1125,301_study2_image138_AF.png,43,336.500,375.833
1126,301_study2_image138_AF.png,44,340.500,359.500
1127,301_study2_image138_AF.png,45,320.167,385.833
1128,301_study2_image138_AF.png,46,309.833,407.500
1129,301_study2_image138_AF.png,47,346.833,429.500
1130,301_study2_image138_AF.png,48,353.167,446.500
1131,301_study2_image138_AF.png,49,352.167,389.167
1132,301_study2_image138_AF.png,50,317.500,324.833
1133,301_study2_image138_AF.png,51,323.167,346.500
1134,301_study2_image138_AF.png,52,459.833,478.833
1135,301_study2_image138_AF.png,53,450.167,501.500
1136,301_study2_image138_AF.png,54,91.500,443.500
1137,301_study2_image138_AF.png,55,303.500,219.833
1138,301_study2_image138_AF.png,56,274.167,172.833
1139,301_study2_image138_AF.png,57,420.167,173.167
1140,301_study2_image138_AF.png,58,240.167,33.833
1141,301_study2_image138_AF.png,59,215.167,27.833
1142,301_study2_image138_AF.png,60,203.833,47.833
1143,301_study2_image138_AF.png,61,282.833,29.833
1144,301_study2_image138_AF.png,62,242.500,109.833
1145,301_study2_image138_AF.png,63,159.167,181.500
1146,301_study2_image138_AF.png,64,115.833,123.833
1147,301_study2_image138_AF.png,65,270.500,295.500
1148,301_study2_image138_AF.png,66,299.833,111.167
1149,301_study2_image138_AF.png,67,351.833,101.167
1150,301_study2_image138_AF.png,68,374.167,115.500
1151,301_study2_image138_AF.png,69,297.167,65.167
1152,301_study2_image138_AF.png,70,298.167,80.167
1153,301_study2_image138_AF.png,71,256.833,55.833
1154,301_study2_image138_AF.png,72,292.500,47.500
1155,301_study2_image138_AF.png,73,359.167,43.167
1156,301_study2_image138_AF.png,74,460.167,30.500
1157,301_study2_image138_AF.png,75,438.833,130.167
1158,301_study2_image138_AF.png,76,451.833,161.500
1159,301_study2_image138_AF.png,77,391.167,335.167
1160,301_study2_image138_AF.png,78,247.500,233.833
1161,301_study2_image138_AF.png,79,441.500,371.833
1162,301_study2_image138_AF.png,80,288.167,270.500
1163,301_study2_image138_AF.png,81,138.500,296.833
1164,325_study2_image162_AF.png,1,194.833,30.167
1165,325_study2_image162_AF.png,2,50.167,103.167
1166,325_study2_image162_AF.png,3,65.833,84.833
1167,325_study2_image162_AF.png,4,21.500,98.500
1168,325_study2_image162_AF.png,5,117.500,51.500
1169,325_study2_image162_AF.png,6,58.167,21.500
1170,325_study2_image162_AF.png,7,34.833,29.167
1171,325_study2_image162_AF.png,8,165.500,147.167
1172,325_study2_image162_AF.png,10,119.500,131.500
1173,325_study2_image162_AF.png,11,122.167,151.167
1174,325_study2_image162_AF.png,12,258.167,102.833
1175,325_study2_image162_AF.png,13,279.500,95.500
1176,325_study2_image162_AF.png,14,287.167,109.500
1177,325_study2_image162_AF.png,15,340.500,86.500
1178,325_study2_image162_AF.png,17,359.167,126.167
1179,325_study2_image162_AF.png,18,358.500,106.500
1180,325_study2_image162_AF.png,19,359.500,71.500
1181,325_study2_image162_AF.png,20,425.167,78.167
1182,325_study2_image162_AF.png,21,426.833,122.833
1183,325_study2_image162_AF.png,22,454.167,123.500
1184,325_study2_image162_AF.png,23,471.500,121.833
1185,325_study2_image162_AF.png,24,95.500,313.833
1186,325_study2_image162_AF.png,25,64.500,290.500
1187,325_study2_image162_AF.png,26,69.167,262.833
1188,325_study2_image162_AF.png,27,54.167,302.500
1189,325_study2_image162_AF.png,28,68.500,242.833
1190,325_study2_image162_AF.png,29,43.167,252.167
1191,325_study2_image162_AF.png,30,17.833,283.833
1192,325_study2_image162_AF.png,31,120.833,313.500
1193,325_study2_image162_AF.png,32,142.833,307.500
1194,325_study2_image162_AF.png,33,163.833,303.500
1195,325_study2_image162_AF.png,34,167.833,326.500
1196,325_study2_image162_AF.png,35,210.167,336.167
1197,325_study2_image162_AF.png,36,207.500,294.167
1198,325_study2_image162_AF.png,37,265.500,286.833
1199,325_study2_image162_AF.png,38,290.833,281.500
1200,325_study2_image162_AF.png,39,303.500,294.833
1201,325_study2_image162_AF.png,40,334.833,320.833
1202,325_study2_image162_AF.png,41,358.833,333.167
1203,325_study2_image162_AF.png,42,373.167,332.833
1204,325_study2_image162_AF.png,43,391.167,340.167
1205,325_study2_image162_AF.png,44,374.167,356.167
1206,325_study2_image162_AF.png,45,391.833,369.167
1207,325_study2_image162_AF.png,46,365.167,383.500
1208,325_study2_image162_AF.png,47,357.167,399.167
1209,325_study2_image162_AF.png,48,323.833,381.500
1210,325_study2_image162_AF.png,49,239.167,415.833
1211,325_study2_image162_AF.png,50,240.833,356.500
1212,325_study2_image162_AF.png,51,162.500,402.500
1213,325_study2_image162_AF.png,52,91.500,463.500
1214,325_study2_image162_AF.png,53,146.500,441.167
1215,325_study2_image162_AF.png,54,257.833,236.500
1216,325_study2_image162_AF.png,55,238.167,209.167
1217,325_study2_image162_AF.png,56,236.500,187.167
1218,325_study2_image162_AF.png,57,249.167,182.500
1219,325_study2_image162_AF.png,58,284.500,194.500
1220,325_study2_image162_AF.png,59,281.833,215.500
1221,325_study2_image162_AF.png,60,226.833,252.500
1222,325_study2_image162_AF.png,61,249.167,257.167
1223,325_study2_image162_AF.png,62,260.833,257.833
1224,325_study2_image162_AF.png,63,74.500,313.833
1225,325_study2_image162_AF.png,64,269.167,371.167
1226,325_study2_image162_AF.png,65,343.167,214.833
1227,325_study2_image162_AF.png,66,462.167,142.500
1228,325_study2_image162_AF.png,67,480.167,141.500
1229,325_study2_image162_AF.png,68,484.833,155.500
1230,325_study2_image162_AF.png,69,464.167,67.833
1231,325_study2_image162_AF.png,70,438.500,51.500
1232,325_study2_image162_AF.png,71,435.833,68.167
1233,325_study2_image162_AF.png,72,491.500,24.167
1234,325_study2_image162_AF.png,73,484.167,43.833
1235,325_study2_image162_AF.png,74,490.833,74.833
1236,325_study2_image162_AF.png,75,434.167,97.833
1237,325_study2_image162_AF.png,76,469.167,176.167
1238,325_study2_image162_AF.png,77,393.167,229.500
1239,325_study2_image162_AF.png,78,416.167,280.833
1240,325_study2_image162_AF.png,79,477.167,265.500
1241,325_study2_image162_AF.png,80,230.500,369.833
1242,325_study2_image162_AF.png,81,165.833,385.167
1243,325_study2_image162_AF.png,82,197.500,363.500
1244,325_study2_image162_AF.png,83,189.167,301.500
1245,325_study2_image162_AF.png,84,265.500,155.167
1246,325_study2_image162_AF.png,85,382.500,447.500
1247,325_study2_image162_AF.png,86,309.833,419.167
1248,325_study2_image162_AF.png,87,46.500,505.167
1249,325_study2_image162_AF.png,88,23.167,392.833
1250,325_study2_image162_AF.png,89,11.500,411.833
1251,325_study2_image162_AF.png,90,29.500,419.500
1252,325_study2_image162_AF.png,91,78.500,360.500
1253,325_study2_image162_AF.png,92,63.500,414.500
1254,325_study2_image162_AF.png,93,36.167,444.500
1255,325_study2_image162_AF.png,94,35.500,462.500
1256,325_study2_image162_AF.png,95,144.833,287.167
1257,325_study2_image162_AF.png,96,441.833,240.833
1258,325_study2_image162_AF.png,97,461.500,412.833
1259,325_study2_image162_AF.png,98,428.833,440.833
1260,325_study2_image162_AF.png,99,73.500,150.833
1261,325_study2_image162_AF.png,100,148.167,117.833
1262,325_study2_image162_AF.png,101,402.833,36.167
1263,325_study2_image162_AF.png,102,10.833,163.500
1264,325_study2_image162_AF.png,103,33.167,76.167
1265,325_study2_image162_AF.png,104,420.500,412.833
1266,325_study2_image162_AF.png,105,487.167,453.167
1267,325_study2_image162_AF.png,106,484.167,389.167
1268,325_study2_image162_AF.png,107,338.500,344.500
1269,325_study2_image162_AF.png,108,342.167,362.833
1270,325_study2_image162_AF.png,109,263.833,324.167
1271,325_study2_image162_AF.png,110,230.167,296.500
1272,325_study2_image162_AF.png,112,323.833,402.500
1273,325_study2_image162_AF.png,113,455.500,452.167
1274,325_study2_image162_AF.png,114,439.500,468.833
1275,325_study2_image162_AF.png,116,210.833,101.833
1276,325_study2_image162_AF.png,117,216.500,64.500
1277,325_study2_image162_AF.png,118,172.167,102.833
1278,325_study2_image162_AF.png,119,232.500,83.833
